gene_id	gene_length	mff1	mff2	mff3	mff4	mfm1	mfm2	mfm3	mfm4	muf1	muf2	muf3	muf4	mum1	mum2	mum3	mum4
EMDPOG00000000014	72	0	1	0	1	2	0	1	0	0	0	0	0	0	1	0	0
YQE_12633	1711	9	7	0	8	18	8	21	3	12	7	3	6	4	68	3	16
YQE_12634	993	3	1	0	3	4	3	6	4	1	1	2	0	5	4	2	1
YQE_12635	3459	293	255	137	217	128	182	140	159	267	582	450	247	236	331	235	375
YQE_12636	438	0	1	0	0	0	0	0	1	0	1	0	0	2	2	0	1
YQE_12637	13128	6	7	6	5	60	3	2	4	8	12	1	8	230	231	2	160
YQE_12638	621	0	0	0	1	2	1	0	0	1	0	0	0	4	2	1	3
YQE_12639	414	0	0	0	4	3	0	0	0	2	0	0	0	0	1	0	0
YQE_12640	539	773	662	490	630	621	578	619	525	326	393	385	412	428	498	403	468
YQE_12641	1097	225	122	97	110	113	93	108	70	138	346	138	92	143	145	123	179
YQE_12642	897	453	303	257	329	256	212	293	203	278	427	343	261	323	379	276	440
YQE_12643	309	32	27	19	25	14	19	15	20	42	61	31	29	49	45	30	52
YQE_12644	972	15	6	14	7	17	12	2	11	28	21	20	10	77	73	16	53
YQE_12645	540	51	25	28	14	13	17	9	12	43	51	52	36	46	59	36	33
YQE_12646	4245	4562	3596	2754	3575	2788	2737	2632	1887	2976	4772	3108	2218	3199	3959	2776	4008
YQE_12647	172	18	6	6	1	7	3	5	1	7	36	6	3	7	9	3	9
YQE_12648	2113	688	161	94	77	169	131	61	77	195	792	153	128	476	442	192	356
YQE_12649	1443	48	25	31	17	25	41	13	19	40	43	50	11	33	50	45	27
YQE_12650	1233	32	18	9	13	15	28	11	7	24	40	24	22	27	32	36	36
YQE_12651	471	55	28	19	30	24	18	15	10	37	100	32	32	49	40	35	54
YQE_12652	5365	784	442	571	702	561	664	505	483	968	1166	757	743	899	862	767	951
YQE_12653	444	5	2	0	5	0	2	1	0	0	8	1	0	1	1	1	1
YQE_12654	966	44	7	5	4	4	4	2	3	2	88	2	3	0	5	4	4
YQE_12655	2286	620	590	600	673	766	719	592	460	616	403	587	450	825	827	565	878
YQE_12656	1359	193	144	190	291	582	235	135	188	596	246	490	564	374	297	283	368
YQE_12657	1863	496	293	283	339	240	234	255	200	365	650	403	248	392	416	327	482
YQE_12658	342	684	470	483	440	647	683	486	482	304	530	230	140	359	336	305	292
YQE_12659	3146	64	39	36	26	41	41	31	45	27	89	26	15	80	55	37	100
YQE_00924	258	1455	1309	1039	1236	1181	1086	1322	952	675	601	743	461	707	909	645	880
YQE_02819	267	5	2	0	1	0	0	0	0	0	8	1	0	0	2	0	3
YQE_11770	2238	70	71	44	68	103	65	79	83	88	96	64	57	204	230	69	145
YQE_11771	1179	0	1	3	4	1	1	2	2	3	2	4	2	6	5	6	5
YQE_11772	1365	145	52	45	42	42	48	37	39	52	133	55	46	66	79	38	57
YQE_11773	1046	144	92	71	125	81	68	68	81	118	205	138	93	123	122	116	153
YQE_11774	1227	2	1	2	3	3	3	3	2	2	6	5	6	3	4	7	4
YQE_11775	1629	288	131	126	126	82	109	109	88	164	342	185	163	222	203	173	198
YQE_11776	2158	860	630	441	600	524	573	525	442	584	823	595	581	604	662	464	642
YQE_11777	1761	6505	5329	4375	5631	5203	5810	4972	3916	5670	6104	5381	4455	5559	6549	4967	6421
EMDPOG00000000086	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_11778	966	19	3	6	10	9	11	2	7	5	5	6	9	74	60	9	41
YQE_11779	1541	170	129	107	131	110	97	116	81	88	121	121	79	111	100	92	104
YQE_11659	1904	332	183	157	204	205	176	188	135	230	395	207	182	230	282	204	266
YQE_11660	1342	48	26	5	11	12	6	13	5	10	44	9	3	15	5	7	11
YQE_11661	369	1395	1188	924	1176	1237	1269	1195	860	1034	1139	1240	1066	1106	1241	974	1542
YQE_11662	814	369	301	252	294	324	273	307	209	301	346	336	244	316	398	333	349
YQE_11663	1555	1477	1110	1193	1445	1308	1112	901	644	1791	3371	2990	1654	2472	2671	2465	3110
YQE_11664	2031	3652	2744	2226	2743	2862	2619	2613	2078	2233	3295	2557	2176	2649	3009	2408	3087
YQE_11665	791	356	225	266	269	249	272	186	158	415	545	515	424	855	594	740	706
YQE_11666	4787	4	10	6	15	5	19	9	7	1	5	1	2	7	6	8	6
YQE_11667	231	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YQE_11668	9630	1758	1156	1283	1591	910	1044	1101	908	1620	2066	1304	1219	1220	1307	1052	1506
YQE_11669	1422	471	255	328	373	284	348	293	251	484	548	403	313	363	411	295	434
YQE_11670	1253	197	134	128	152	120	147	134	102	191	266	183	186	170	216	141	212
YQE_11671	2308	3240	2198	3046	2408	12239	8320	8527	6918	5356	2894	2303	2101	13160	14175	14107	9541
YQE_11672	1808	3275	2338	2077	2664	1848	1684	2470	1648	2254	2636	2194	1547	1937	2263	1807	2396
